CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
630199310,4/19/2017,7:15:00,4/19/2017,12:45:00,4/19/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1008231,242714,40.83284494,-73.91334242,"(40.832844936, -73.913342415)"
556722743,4/19/2017,7:10:00,4/19/2017,7:30:00,4/19/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,FRONT OF,STREET,NA,NA,998851,223366,40.7797605,-73.94728056,"(40.779760501, -73.947280556)"
740499064,4/19/2017,5:00:00,4/19/2017,6:50:00,4/19/2017,341,PETIT LARCENY,301,"LARCENY,PETIT BY ACQUIRING LOS",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,COMMERCIAL BUILDING,NA,NA,1009771,186210,40.67775162,-73.90799185,"(40.677751619, -73.907991853)"
783713255,4/19/2017,4:53:00,4/19/2017,5:21:00,4/19/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,INSIDE,GROCERY/BODEGA,NA,NA,990817,167525,40.62649971,-73.97634395,"(40.626499707, -73.976343948)"
801346978,4/19/2017,4:40:00,NA,NA,4/19/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,FRONT OF,STREET,NA,NA,1016465,256623,40.87099479,-73.88352079,"(40.870994791, -73.883520785)"
220895940,4/19/2017,4:00:00,NA,NA,4/19/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,CHAIN STORE,NA,NA,1011134,253597,40.86270719,-73.90280835,"(40.862707191, -73.902808351)"
264765299,4/19/2017,4:00:00,4/19/2017,8:00:00,4/19/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,984414,204336,40.72754003,-73.99940975,"(40.727540029, -73.999409745)"
427248180,4/19/2017,3:39:00,4/19/2017,4:04:00,4/19/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,94,NA,PARK/PLAYGROUND,NA,NA,999634,203643,40.72562454,-73.94449844,"(40.725624538, -73.944498441)"
342108499,4/19/2017,3:06:00,4/19/2017,3:08:00,4/19/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,94,FRONT OF,RESIDENCE-HOUSE,NA,NA,997747,203628,40.72558645,-73.95130646,"(40.725586447, -73.951306464)"
280670044,4/19/2017,3:00:00,4/19/2017,3:00:00,4/19/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,75,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,LINDEN,1016133,178623,40.65690638,-73.88509116,"(40.65690638, -73.885091156)"
598041641,4/19/2017,1:00:00,4/19/2017,8:00:00,4/19/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,FRONT OF,STREET,NA,NA,953537,173036,40.64157541,-74.11066947,"(40.641575414, -74.11066947)"
725652871,4/19/2017,0:10:00,4/19/2017,14:30:00,4/19/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114,OPPOSITE OF,STREET,NA,NA,1002882,215070,40.75698256,-73.93274853,"(40.756982561, -73.932748532)"
832692609,4/20/2017,13:00:00,NA,9:30:00,11/20/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1001534,248877,40.84977622,-73.93752717,"(40.849776217, -73.937527165)"
609754322,4/20/2017,12:00:00,11/7/2017,14:00:00,11/14/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,NA,PARKING LOT/GARAGE (PUBLIC),NA,NA,1015805,244156,40.836779,-73.88596584,"(40.836778995, -73.885965843)"
900030356,4/20/2017,14:00:00,5/5/2017,14:00:00,9/12/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,FRONT OF,RESIDENCE - APT. HOUSE,NA,NA,1015061,181764,40.66553152,-73.88894042,"(40.665531522, -73.88894042)"
699173792,4/20/2017,19:00:00,8/30/2017,10:30:00,8/30/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,NA,STREET,NA,NA,994029,227703,40.79167106,-73.96468539,"(40.79167106, -73.964685387)"
232291508,4/20/2017,16:00:00,8/8/2017,18:50:00,8/8/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,NA,STREET,NA,NA,1004752,175522,40.64842848,-73.92611909,"(40.648428475, -73.926119093)"
662551291,4/20/2017,12:00:00,NA,NA,8/3/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,INSIDE,PUBLIC SCHOOL,NA,NA,1029003,245581,40.84063318,-73.83826059,"(40.840633182, -73.838260594)"
377163720,4/20/2017,10:00:00,7/26/2017,12:00:00,8/3/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,PUBLIC SCHOOL,NA,NA,1007203,260937,40.88286433,-73.91699485,"(40.882864329, -73.916994852)"
530585939,4/20/2017,0:01:00,5/25/2017,5:00:00,7/10/2017,341,PETIT LARCENY,305,"LARCENY,PETIT BY CREDIT CARD U",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,DRY CLEANER/LAUNDRY,NA,NA,988600,218831,40.7673241,-73.98429752,"(40.7673241, -73.984297521)"
747991116,4/20/2017,0:01:00,6/23/2017,13:00:00,6/23/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,964076,165728,40.62154678,-74.07267251,"(40.621546779, -74.072672509)"
159115682,4/20/2017,20:00:00,6/10/2017,12:00:00,6/10/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1014362,245499,40.84047018,-73.89117462,"(40.840470176, -73.891174619)"
414964195,4/20/2017,23:00:00,NA,NA,6/5/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESTAURANT/DINER,NA,NA,989614,214967,40.75671786,-73.98063996,"(40.756717855, -73.980639964)"
497685551,4/20/2017,9:00:00,6/5/2017,14:00:00,6/5/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114,FRONT OF,STREET,NA,NA,1006720,224149,40.78189313,-73.91886478,"(40.781893128, -73.91886478)"
365334300,4/20/2017,17:00:00,NA,NA,4/24/2017,341,PETIT LARCENY,307,"LARCENY,PETIT BY DISHONEST EMP",COMPLETED,MISDEMEANOR,PORT AUTHORITY,QUEENS,113,NA,AIRPORT TERMINAL,NA,NA,1046315,187088,40.67998074,-73.77623391,"(40.679980738, -73.776233907)"
173837403,4/20/2017,12:20:00,4/20/2017,12:25:00,5/18/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,78,INSIDE,CHAIN STORE,NA,NA,991221,188242,40.68336304,-73.97486713,"(40.68336304, -73.974867134)"
671528449,4/20/2017,15:00:00,4/22/2017,15:00:00,5/17/2017,341,PETIT LARCENY,307,"LARCENY,PETIT BY DISHONEST EMP",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,DRUG STORE,NA,NA,988595,212074,40.74877786,-73.98431994,"(40.748777861, -73.984319938)"
496495140,4/20/2017,12:00:00,4/20/2017,12:05:00,5/8/2017,341,PETIT LARCENY,305,"LARCENY,PETIT BY CREDIT CARD U",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,989891,227435,40.79093908,-73.97962966,"(40.790939082, -73.979629663)"
643293931,4/20/2017,10:30:00,4/20/2017,10:40:00,5/6/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,84,INSIDE,COMMERCIAL BUILDING,NA,NA,987309,190698,40.69010642,-73.98897094,"(40.690106415, -73.988970943)"
165867847,4/20/2017,14:00:00,NA,NA,5/4/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,THROGGS NECK,1032948,238316,40.820672,-73.82405583,"(40.820672004, -73.824055827)"
989811816,4/20/2017,4:00:00,NA,NA,5/4/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,STREET,NA,NA,1022239,184994,40.67436925,-73.86304851,"(40.674369253, -73.863048508)"
878553180,4/20/2017,12:00:00,4/20/2017,18:00:00,5/3/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,78,FRONT OF,STREET,NA,NA,988755,182015,40.66627292,-73.98376259,"(40.666272922, -73.98376259)"
479884176,4/20/2017,20:30:00,4/29/2017,22:45:00,5/2/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,RESTAURANT/DINER,NA,NA,1009232,182837,40.66849503,-73.90994758,"(40.668495032, -73.909947583)"
995432783,4/20/2017,12:20:00,NA,NA,5/2/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,7,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,987393,201401,40.71948361,-73.98866305,"(40.719483607, -73.988663053)"
582020513,4/20/2017,16:00:00,4/20/2017,18:00:00,4/30/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,71,INSIDE,RESIDENCE-HOUSE,NA,NA,1002904,181999,40.6662105,-73.93276075,"(40.666210502, -73.932760748)"
267323039,4/20/2017,9:00:00,4/21/2017,18:00:00,4/30/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,PUBLIC SCHOOL,NA,NA,988779,215430,40.75798914,-73.98365361,"(40.757989139, -73.983653605)"
122781926,4/20/2017,16:40:00,4/29/2017,16:40:00,4/29/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,26,INSIDE,NA,NA,NA,994963,233101,40.80648602,-73.96130371,"(40.806486017, -73.961303712)"
332869966,4/20/2017,22:00:00,4/26/2017,18:00:00,4/28/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1005725,249742,40.85214119,-73.92237572,"(40.852141187, -73.922375722)"
759586484,4/20/2017,17:30:00,4/20/2017,17:30:00,4/28/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,78,FRONT OF,RESIDENCE - APT. HOUSE,NA,NA,992528,185095,40.67472411,-73.97015854,"(40.674724111, -73.970158543)"
195272936,4/20/2017,8:00:00,4/28/2017,22:00:00,4/28/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,RESIDENCE-HOUSE,NA,NA,942568,165233,40.62011302,-74.15014576,"(40.620113024, -74.150145762)"
203102754,4/20/2017,7:30:00,4/20/2017,12:00:00,4/28/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63,FRONT OF,COMMERCIAL BUILDING,NA,NA,1004311,163104,40.61434471,-73.92774522,"(40.614344707, -73.92774522)"
661487571,4/20/2017,22:30:00,4/20/2017,22:30:00,4/27/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,FRONT OF,PRIVATE/PAROCHIAL SCHOOL,NA,NA,997777,219200,40.76832763,-73.95116691,"(40.768327632, -73.951166911)"
982260620,4/20/2017,11:40:00,4/27/2017,14:00:00,4/27/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1008540,189723,40.68739746,-73.91241725,"(40.687397464, -73.91241725)"
565693688,4/20/2017,19:15:00,4/20/2017,22:00:00,4/26/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,94,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,997508,206302,40.73292629,-73.95216347,"(40.732926285, -73.952163468)"
250145800,4/20/2017,21:30:00,4/20/2017,22:00:00,4/25/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,73,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,VAN DYKE I,1010854,182099,40.66646466,-73.9041036,"(40.666464662, -73.904103595)"
694426971,4/20/2017,17:30:00,4/21/2017,6:00:00,4/25/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114,NA,STREET,NA,NA,1008820,217764,40.76436239,-73.91130526,"(40.764362391, -73.911305261)"
350520226,4/20/2017,17:00:00,4/20/2017,17:30:00,4/25/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1007734,233496,40.80754547,-73.91517066,"(40.807545469, -73.915170657)"
891204119,4/20/2017,15:36:00,4/22/2017,23:00:00,4/25/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1001223,234339,40.80987418,-73.93868807,"(40.809874177, -73.938688074)"
938904395,4/20/2017,13:00:00,4/25/2017,14:00:00,4/25/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,INSIDE,SMALL MERCHANT,NA,NA,1045695,222814,40.7780439,-73.77814301,"(40.778043902, -73.778143008)"
909355811,4/20/2017,23:58:00,4/21/2017,15:50:00,4/24/2017,341,PETIT LARCENY,313,"LARCENY,PETIT BY FALSE PROMISE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,94,NA,RESIDENCE-HOUSE,NA,NA,999013,202009,40.72114066,-73.94674249,"(40.721140662, -73.946742494)"
544269550,4/20/2017,14:00:00,4/24/2017,14:30:00,4/24/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,FRONT OF,STREET,NA,NA,1008811,238540,40.82138691,-73.91126178,"(40.821386907, -73.911261776)"
127775215,4/20/2017,11:00:00,4/20/2017,17:00:00,4/24/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,NA,STREET,NA,NA,1014081,259196,40.87806526,-73.89212922,"(40.878065259, -73.892129215)"
185987168,4/20/2017,9:00:00,4/23/2017,15:00:00,4/24/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,108,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,996644,209958,40.74296235,-73.95527425,"(40.742962354, -73.955274248)"
795337223,4/20/2017,22:00:00,4/20/2017,22:05:00,4/23/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,CHAIN STORE,NA,NA,987472,214939,40.75664204,-73.98837158,"(40.756642042, -73.988371577)"
456907681,4/20/2017,17:34:00,4/20/2017,17:40:00,4/22/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,DRUG STORE,NA,NA,978710,172250,40.63946953,-74.01996307,"(40.639469534, -74.019963067)"
951485922,4/20/2017,17:30:00,4/20/2017,18:00:00,4/22/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,QUEENS,101,NA,TRANSIT - NYC SUBWAY,NA,NA,1052559,159711,40.60479106,-73.75399925,"(40.604791059, -73.753999254)"
105659026,4/20/2017,7:00:00,4/22/2017,0:10:00,4/22/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,FRONT OF,RESIDENCE-HOUSE,NA,NA,1005789,182848,40.66853427,-73.9223587,"(40.66853427, -73.922358695)"
307979389,4/20/2017,23:00:00,4/21/2017,8:00:00,4/21/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61,FRONT OF,STREET,NA,NA,992379,159026,40.60317041,-73.9707271,"(40.60317041, -73.970727103)"
146067818,4/20/2017,22:30:00,4/21/2017,9:30:00,4/21/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,NA,STREET,NA,NA,1022224,264223,40.89183151,-73.86265475,"(40.891831508, -73.862654754)"
745947895,4/20/2017,22:30:00,4/21/2017,13:48:00,4/21/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,DRUG STORE,NA,NA,988605,216569,40.76111549,-73.98428094,"(40.76111549, -73.984280936)"
505830254,4/20/2017,22:00:00,4/21/2017,5:50:00,4/21/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,NA,STREET,NA,NA,1001271,243075,40.83385193,-73.93849252,"(40.833851933, -73.938492521)"
804251276,4/20/2017,22:00:00,4/21/2017,12:00:00,4/21/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,FRONT OF,STREET,NA,NA,977536,171216,40.63663061,-74.02419217,"(40.636630612, -74.024192172)"
288542024,4/20/2017,22:00:00,4/21/2017,4:30:00,4/21/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,STREET,NA,NA,1019146,216886,40.76191778,-73.87403364,"(40.761917782, -73.874033638)"
416272698,4/20/2017,21:00:00,4/21/2017,7:30:00,4/21/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,72,NA,STREET,NA,NA,980333,175473,40.64831684,-74.01411698,"(40.648316843, -74.014116975)"
624683886,4/20/2017,20:00:00,4/21/2017,9:30:00,4/21/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,FRONT OF,STREET,NA,NA,1022121,266238,40.89736248,-73.86301589,"(40.897362479, -73.863015894)"
961783326,4/20/2017,20:00:00,4/21/2017,8:00:00,4/21/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,OTHER,NA,NA,1010179,186043,40.67729206,-73.90652156,"(40.677292057, -73.906521555)"
893549307,4/20/2017,20:00:00,4/21/2017,7:30:00,4/21/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,NA,STREET,NA,NA,994730,230824,40.80023656,-73.96214891,"(40.800236556, -73.962148913)"
778244389,4/20/2017,20:00:00,4/21/2017,10:30:00,4/21/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,OTHER,NA,NA,983060,160373,40.6068713,-74.00428713,"(40.606871298, -74.004287132)"
681115430,4/20/2017,20:00:00,4/21/2017,6:00:00,4/21/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,FRONT OF,STREET,NA,NA,1004737,195069,40.70208061,-73.92611373,"(40.702080612, -73.926113734)"
818271200,4/20/2017,19:30:00,4/21/2017,9:00:00,4/21/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,STREET,NA,NA,1028386,257476,40.87328446,-73.84041216,"(40.873284455, -73.840412157)"
889017915,4/20/2017,19:00:00,4/21/2017,6:45:00,4/21/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,FRONT OF,STREET,NA,NA,1032380,259229,40.87807502,-73.82595788,"(40.878075016, -73.825957883)"
729532670,4/20/2017,19:00:00,4/21/2017,9:00:00,4/21/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,FRONT OF,STREET,NA,NA,996042,191298,40.69174595,-73.95747942,"(40.691745951, -73.957479418)"
375533695,4/20/2017,19:00:00,4/21/2017,0:01:00,4/21/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,FRONT OF,STREET,NA,NA,988122,166974,40.62498892,-73.98605295,"(40.624988916, -73.98605295)"
199805689,4/20/2017,18:48:00,4/20/2017,19:00:00,4/21/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,COMMERCIAL BUILDING,NA,NA,981936,198565,40.71169972,-74.00834824,"(40.711699719, -74.008348243)"
391580079,4/20/2017,18:30:00,4/21/2017,8:30:00,4/21/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,REAR OF,STREET,NA,NA,1012619,253307,40.86190658,-73.8974409,"(40.861906582, -73.897440898)"
954249695,4/20/2017,18:00:00,4/21/2017,6:00:00,4/21/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,NA,STREET,NA,NA,1012350,243405,40.83472939,-73.89845489,"(40.834729388, -73.898454892)"
503858311,4/20/2017,18:00:00,4/21/2017,16:30:00,4/21/2017,341,PETIT LARCENY,357,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30,OPPOSITE OF,STREET,NA,NA,999831,241885,40.83058838,-73.94369902,"(40.830588382, -73.943699024)"
998322400,4/20/2017,18:00:00,4/21/2017,14:00:00,4/21/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,107,FRONT OF,STREET,NA,NA,1039814,206091,40.73218256,-73.79951555,"(40.732182558, -73.799515553)"
265295852,4/20/2017,18:00:00,4/21/2017,8:00:00,4/21/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,FRONT OF,STREET,NA,NA,1009453,238879,40.82231556,-73.90894094,"(40.822315557, -73.908940938)"
549371372,4/20/2017,18:00:00,4/21/2017,11:20:00,4/21/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,NA,STREET,NA,NA,1010394,241356,40.82911148,-73.90553138,"(40.82911148, -73.90553138)"
