MeterType,MeterNo,the_geom,POINT_X,POINT_Y,Status
Strada,3493082,POINT (-73.99422851192018 40.63259483900446),985851.94101,169747.787523,Active
Strada,3493081,POINT (-73.99426155722146 40.63272413451042),985842.765831,169794.892744,Active
Strada,3493086,POINT (-73.9947843475248 40.63213427426587),985697.672618,169579.981756,Active
Strada,3493085,POINT (-73.9948107023473 40.632034729353016),985690.35964,169543.71444,Active
Strada,3493084,POINT (-73.99481044334772 40.633054939315805),985690.409509,169915.404314,Active
Strada,3493038,POINT (-73.99505123984792 40.63360650262176),985623.562858,170116.349778,Active
Strada,3493068,POINT (-73.99536373998455 40.632608524245114),985536.845512,169752.754705,Active
Strada,3493067,POINT (-73.99528620255929 40.63308178176904),985558.357608,169925.176276,Active
Strada,3493043,POINT (-73.9945200546556 40.637826927183035),985770.900818,171653.973015,Active
Strada,3493059,POINT (-73.99466181269699 40.63791476144374),985731.555424,171685.970982,Active
Strada,3493056,POINT (-73.9944990182497 40.639728033609366),985776.695754,172346.597942,Active
Strada,3493046,POINT (-73.99425464939351 40.64033141229578),985844.501392,172566.429523,Active
Strada,3493045,POINT (-73.99430973177431 40.63943392493969),985829.235675,172239.449534,Active
Strada,3493044,POINT (-73.99440826272311 40.63867999757377),985801.907645,171964.771606,Active
Strada,3493080,POINT (-73.99454856352983 40.63643997918402),985763.019928,171148.669892,Active
Strada,3493042,POINT (-73.99461082537803 40.636923067259445),985745.728624,171324.670852,Active
Strada,3493041,POINT (-73.99468175145427 40.63634241960337),985726.056419,171113.124031,Active
Strada,3493079,POINT (-73.99462968470705 40.63614293153574),985740.511771,171040.446027,Retired
Strada,3493078,POINT (-73.99452827209889 40.636061213668604),985768.660337,171010.675745,Active
Strada,3493064,POINT (-73.99499490751123 40.63525968210527),985639.163876,170718.648442,Active
Strada,3493077,POINT (-73.99527448357043 40.635340138196746),985561.565935,170747.956454,Active
Strada,3493040,POINT (-73.99483828621153 40.635238365299664),985682.63459,170710.884678,Active
Strada,3493039,POINT (-73.99495225937608 40.634435012825804),985651.018183,170418.199896,Active
Strada,3493037,POINT (-73.99515934332285 40.63282373541781),985593.573745,169831.164981,Active
Strada,3493035,POINT (-73.99548517329924 40.63114868729803),985503.167757,169220.895204,Active
Strada,3493069,POINT (-73.99563353478744 40.63118936678737),985461.986737,169235.713744,Active
Strada,3493036,POINT (-73.99540985116298 40.63232625923194),985524.05223,169649.917312,Active
Strada,3493066,POINT (-73.99522867005892 40.63350516929719),985574.317878,170079.428592,Active
Strada,3493065,POINT (-73.9951797907335 40.63391010100086),985587.876577,170226.95684,Active
Strada,3493090,POINT (-73.99587252384553 40.63495533432838),985395.586608,170607.753651,Active
Strada,3493089,POINT (-73.99527732029428 40.63552733279498),985560.774926,170816.156449,Active
Strada,3493063,POINT (-73.9948938751018 40.63604492028634),985667.188755,171004.7335,Active
Strada,3493062,POINT (-73.99483417516052 40.63651869051539),985683.748105,171177.34175,Active
Strada,3493061,POINT (-73.99479203480911 40.63685168247631),985695.43673,171298.660405,Active
Strada,3493060,POINT (-73.99473997389033 40.63727387214461),985709.876662,171452.476371,Active
Strada,3493058,POINT (-73.99456168918924 40.638735040129774),985759.325053,171984.822419,Active
Strada,3493057,POINT (-73.99446602641719 40.63949106776992),985785.857481,172260.265438,Active
Strada,3493049,POINT (-73.99501702943732 40.640047104637425),985632.924716,172462.83557,Active
Strada,3493048,POINT (-73.99529938148358 40.64003941619199),985554.563652,172460.03013,Active
Strada,3493047,POINT (-73.99454516163033 40.64054503483092),985763.870976,172644.252859,Active
Strada,3493088,POINT (-73.99523676495998 40.635140401527245),985572.038683,170675.187571,Active
Strada,3493087,POINT (-73.99529855924686 40.635065296282555),985554.889111,170647.823781,Active
Strada,3493071,POINT (-73.99472287055087 40.6324239676139),985714.729998,169685.525836,Active
Strada,3493072,POINT (-73.99508523683417 40.632077054116344),985614.158021,169559.130092,Active
Strada,3493075,POINT (-73.99587380973605 40.63132613123611),985395.291989,169285.537463,Active
Strada,3493074,POINT (-73.99598138196913 40.63141022014205),985365.43214,169316.171916,Active
Strada,3493019,POINT (-74.00501967477672 40.61563459106935),982856.379088,163568.706705,Active
Strada,3493012,POINT (-73.99953976316635 40.61839455445029),984377.771058,164574.194196,Active
Strada,3493015,POINT (-74.00016163522147 40.61535701413821),984205.12475,163467.538272,Active
Strada,3493014,POINT (-73.99996476088944 40.61605462703918),984259.783433,163721.696885,Active
Strada,3493024,POINT (-73.99970979251913 40.61626710636461),984330.570037,163799.108803,Active
Strada,3493023,POINT (-74.00002043661824 40.615261539224285),984244.326115,163432.754221,Active
Strada,3493028,POINT (-73.9992523803059 40.61797003311045),984457.555675,164419.530463,Active
Strada,3223024,POINT (-73.95427503269504 40.73081361618323),996922.796165,205534.985961,Active
Strada,3223025,POINT (-73.9538736422003 40.73028313760429),997034.144367,205341.774406,Active
Strada,3223028,POINT (-73.95381701175916 40.730186936085296),997049.858247,205306.733465,Active
Strada,3223023,POINT (-73.95411785774057 40.730023752718246),996966.508348,205247.236865,Active
Strada,3223022,POINT (-73.9537316305114 40.72913091492138),997073.725325,204922.004576,Active
Strada,3223021,POINT (-73.95343062817537 40.728527949786155),997157.267809,204702.369845,Active
Strada,3223030,POINT (-73.9521056238491 40.72733699297124),997524.746076,204268.665331,Active
Strada,3223029,POINT (-73.95238871327918 40.72715155689868),997446.319724,204201.062448,Active
Strada,3223032,POINT (-73.95265474141827 40.72838271899535),997372.342838,204649.573034,Active
Strada,3223020,POINT (-73.95288813682292 40.727584097571096),997307.810815,204358.575585,Active
Strada,3223019,POINT (-73.95243539614832 40.72678815867427),997433.452624,204068.658185,Active
Strada,3223018,POINT (-73.95218327091321 40.72634754863231),997503.421644,203908.168349,Active
Strada,3223017,POINT (-73.9519700513754 40.725973136264116),997562.594754,203771.790669,Active
Strada,3223037,POINT (-73.95159207825074 40.72553457409996),997667.446906,203612.066579,Active
Strada,3223016,POINT (-73.9514512727334 40.72506451834608),997706.569532,203440.832341,Active
Strada,3223015,POINT (-73.95120313561323 40.724626624567186),997775.436192,203281.332332,Active
Strada,3223014,POINT (-73.95080693145617 40.723931731925866),997885.397586,203028.22293,Active
Strada,3223011,POINT (-73.95030255360577 40.722797952220894),998025.43602,202615.230974,Active
Strada,3223010,POINT (-73.95054948462224 40.7232282481372),997956.901708,202771.962288,Active
Strada,3223009,POINT (-73.95127184166503 40.72450082279793),997756.417857,203235.488264,Active
Strada,3223008,POINT (-73.9514938433026 40.724891910465175),997694.804791,203377.939423,Active
Strada,3223039,POINT (-73.95189517566922 40.72533166962471),997583.476602,203538.095926,Active
Strada,3223038,POINT (-73.9521404482578 40.7253543683131),997515.488549,203546.328521,Active
Strada,3223007,POINT (-73.95203507926084 40.72583805818445),997544.597743,203722.56767,Active
Strada,3223006,POINT (-73.9524213541498 40.72651439452188),997437.39881,203968.91954,Active
Strada,3223031,POINT (-73.95368224043023 40.72795233075619),997087.641308,204492.616983,Active
Strada,3223005,POINT (-73.95298399475854 40.72750666416738),997281.25739,204330.349919,Active
Strada,3223004,POINT (-73.95350672934744 40.72841147180823),997136.197969,204659.922095,Active
Strada,3223036,POINT (-73.95414191731938 40.72944083243386),996959.951274,205034.857369,Active
Strada,3223035,POINT (-73.95420470129848 40.72952235885953),996942.534642,205064.550879,Active
Strada,3223034,POINT (-73.95396394718308 40.72882512142335),997009.395073,204810.560573,Active
Strada,3223033,POINT (-73.953885868459 40.7287463974209),997031.050541,204781.890355,Active
Strada,3223003,POINT (-73.95387626581507 40.72914523790613),997033.63551,204927.201744,Active
Strada,3223002,POINT (-73.95411727681369 40.72970699046915),996966.729804,205131.8306,Active
Strada,3223027,POINT (-73.95497981031342 40.73006020423883),996727.606266,205260.393335,Active
Strada,3223026,POINT (-73.95516559959216 40.730180429788625),996676.091278,205304.168838,Active
Strada,3223001,POINT (-73.95440591930179 40.730522699366105),996886.575765,205428.976987,Active
Strada,3103058,POINT (-73.98581870451038 40.62335324172203),988186.722102,166381.093141,Active
Strada,3103057,POINT (-73.98521869547214 40.624179495103576),988353.23358,166682.146673,Active
Strada,3103059,POINT (-73.98386011218382 40.62532049819795),988730.294505,167097.910933,Active
Strada,3103060,POINT (-73.98341933190261 40.62576462414087),988852.620704,167259.740662,Active
Strada,3103061,POINT (-73.98174890053915 40.62744229262023),989316.18769,167871.052103,Active
Strada,3103069,POINT (-73.97938564254409 40.6300208364697),989971.965906,168810.629948,Active
Strada,3103068,POINT (-73.97919587067646 40.630012248253315),990024.641982,168807.513485,Active
Strada,3103067,POINT (-73.97852647937144 40.63041780381827),990210.409983,168955.313058,Active
Strada,3103065,POINT (-73.97757469716694 40.630473194077744),990474.591213,168975.559409,Active
Strada,3103064,POINT (-73.97827851157734 40.63014402902734),990279.263192,168855.586551,Active
Strada,3103063,POINT (-73.97933931782137 40.629641338412476),989984.856957,168672.371695,Active
Strada,3103062,POINT (-73.98050437152862 40.628672155023274),989661.547564,168319.198188,Active
Strada,3103056,POINT (-73.98152171784821 40.62789584272505),989379.214795,168036.30571,Active
Strada,3103055,POINT (-73.9803442040807 40.6290812149113),989705.973,168468.239557,Active
Strada,3103054,POINT (-73.97959496158275 40.62967507970765),989913.894172,168684.647917,Active
Strada,3103053,POINT (-73.97892319060398 40.629995350770336),990100.331791,168801.375374,Active
Strada,3103022,POINT (-73.98814322112163 40.62166130408512),987541.520636,165764.57961,Active
Strada,3103002,POINT (-73.98757928739496 40.62181175299959),987698.064614,165819.413818,Active
Strada,3103001,POINT (-73.98694999600261 40.622438374249356),987872.725682,166047.733899,Active
Strada,3103052,POINT (-73.99227203271673 40.61663392805312),986395.496681,163932.846069,Active
Strada,3103051,POINT (-73.9920892142185 40.61662325975506),986446.252485,163928.963859,Active
Strada,3103050,POINT (-73.9927718330502 40.617034631966405),986256.72629,164078.821171,Active
Strada,3103049,POINT (-73.99222918549373 40.61751474160009),986407.363784,164253.750611,Active
Strada,3103048,POINT (-73.99163636892163 40.6172598949636),986571.952693,164160.918447,Active
Strada,3103047,POINT (-73.99176739288148 40.617242562193866),986535.577766,164154.600218,Active
Strada,3103045,POINT (-73.99108064969553 40.61783498603356),986726.212883,164370.454446,Active
Strada,3103046,POINT (-73.99113333450937 40.61776701880964),986711.588897,164345.690716,Active
Strada,3103041,POINT (-73.9905986308544 40.618456375298365),986860.007891,164596.85688,Active
Strada,3103035,POINT (-73.99213941217619 40.6204161406781),986432.192146,165310.808864,Active
Strada,3103034,POINT (-73.99043810942837 40.6193902874278),986904.534705,164937.110464,Active
Strada,3103033,POINT (-73.9898119057844 40.61901250129281),987078.394922,164799.492629,Active
Strada,3103039,POINT (-73.98991326162167 40.61886926262463),987050.26276,164747.303757,Active
Strada,3103038,POINT (-73.99057149345762 40.61926225433258),986867.510173,164890.460623,Active
Strada,3103014,POINT (-73.99037917325262 40.61882741574782),986920.918859,164732.043289,Active
Strada,3103013,POINT (-73.99102139693967 40.61818993694134),986742.64953,164499.774069,Active
Strada,3103012,POINT (-73.99152370380648 40.61769271027555),986603.216082,164318.607436,Active
Strada,3103011,POINT (-73.99211591745028 40.61710793626505),986438.823038,164105.543558,Active
Strada,3103010,POINT (-73.99247076134594 40.61697704865398),986340.313393,164057.8491,Active
Strada,3103007,POINT (-73.99065906006875 40.61876513181287),986843.219539,164709.343203,Active
Strada,3103036,POINT (-73.9921242949178 40.620743240171805),986436.378161,165429.980214,Active
Strada,3103037,POINT (-73.99230801935728 40.62075373917161),986385.373998,165433.800744,Active
Strada,3343006,POINT (-73.95444757942086 40.58749696476958),996902.126915,153320.696689,Active
Strada,3343050,POINT (-73.93977288061421 40.584153316653904),1000978.84284,152104.982914,Active
Strada,3343049,POINT (-73.93931053100893 40.58399392018226),1001107.3065,152046.999434,Active
Strada,3343037,POINT (-73.94479197674849 40.58395540748665),999584.771156,152031.961078,Active
Strada,3343036,POINT (-73.94453232546569 40.58378639818865),999656.931773,151970.43233,Active
Strada,3343047,POINT (-73.95066108770033 40.58405657161009),997954.526057,152067.844864,Active
Strada,3343048,POINT (-73.95035449226049 40.58424542256203),998039.647934,152136.696105,Active
Strada,3343045,POINT (-73.94973169846611 40.58388648395176),998212.711564,152006.02445,Inactive
Strada,3343044,POINT (-73.94914111112415 40.58370392110253),998376.793913,151939.606932,Active
Strada,3343043,POINT (-73.94859172027618 40.58393955620587),998529.344789,152025.543768,Active
Strada,3343046,POINT (-73.94920756374214 40.58425271799649),998358.219803,152139.53665,Active
Strada,3343028,POINT (-73.95287057677771 40.58551939225397),997340.524988,152600.449114,Active
Strada,3343009,POINT (-73.95780818418217 40.58752324915579),995968.718677,153329.805267,Active
Strada,3343005,POINT (-73.95535244640831 40.58800569153943),996650.706814,153505.909246,Active
Strada,3343004,POINT (-73.95524474361477 40.588023861824894),996680.617515,153512.544403,Active
Strada,3343042,POINT (-73.947739569886 40.58370658897431),998766.091691,151940.808045,Active
Strada,3343041,POINT (-73.94793216049818 40.5838087642969),998712.574737,151978.001212,Active
Strada,3343003,POINT (-73.95434307952394 40.58827012172671),996931.00481,153602.39232,Active
Strada,3343007,POINT (-73.9556378964181 40.58788414228661),996571.446474,153461.585515,Active
Strada,3343010,POINT (-73.95604852487995 40.58784156124783),996457.403395,153446.01468,Active
Strada,3343025,POINT (-73.95521884160031 40.5872293198843),996687.959692,153223.076478,Active
Strada,3343021,POINT (-73.9514511819574 40.58778678517744),997734.313899,153426.732567,Active
Strada,3343020,POINT (-73.95106574146112 40.587526754911586),997841.421952,153332.056575,Active
Strada,3413033,POINT (-73.97071902630705 40.60915168974343),992380.116274,161208.135639,Active
Strada,3413065,POINT (-73.97089884525086 40.609358447419154),992330.162962,161283.446184,Active
Strada,3413064,POINT (-73.97101742128443 40.60940957747125),992297.233237,161302.063273,Active
Strada,3413035,POINT (-73.9716535349806 40.60904694751829),992120.654194,161169.889981,Active
Strada,3413034,POINT (-73.97115704485398 40.60910406024758),992258.502344,161190.742629,Active
Strada,3413059,POINT (-73.97191350886173 40.609219344139014),992048.449942,161232.675288,Active
Strada,3413060,POINT (-73.9719982148323 40.60910373424399),992024.944084,161190.548076,Active
Strada,3413036,POINT (-73.97238195791793 40.60896652187573),991918.410176,161140.524226,Active
Strada,3413053,POINT (-73.97330624202328 40.61100641856294),991661.547501,161883.631991,Active
Strada,3413052,POINT (-73.97321131044188 40.61050838655857),991687.960834,161702.194034,Active
Strada,3413051,POINT (-73.97311148997859 40.609950601009004),991715.738666,161498.986763,Active
Strada,3413050,POINT (-73.97297999751875 40.60924244512663),991752.327831,161240.998434,Active
Strada,3413054,POINT (-73.97341659272979 40.611594573697225),991630.843494,162097.902888,Active
Strada,3413055,POINT (-73.97379681542638 40.61360943395857),991525.055648,162831.937181,Active
Strada,3413058,POINT (-73.97430853941844 40.61628433626596),991382.694712,163806.431952,Active
Strada,3413057,POINT (-73.97406631766614 40.615020961820015),991450.078764,163346.171389,Active
Strada,3413056,POINT (-73.97396988723307 40.614516124172425),991476.90581,163162.253778,Active
Strada,3413041,POINT (-73.97419132596144 40.61454757076851),991415.422993,163173.692403,Active
Strada,3413040,POINT (-73.97434632781865 40.6153615305298),991372.302016,163470.226587,Active
Strada,3413039,POINT (-73.9744595131861 40.61595617958688),991340.814875,163686.863621,Active
Strada,3413042,POINT (-73.97451014978128 40.61440063095516),991326.92153,163120.132471,Active
Strada,3413082,POINT (-73.97119138088524 40.6168427406086),992248.041407,164010.142502,Active
Strada,3413081,POINT (-73.9708809915469 40.61675572162131),992334.224305,163978.467697,Active
Strada,3413080,POINT (-73.97155718388164 40.61668091986215),992146.50388,163951.153775,Active
Strada,3413072,POINT (-73.98161276133446 40.61406047113779),989355.000933,162995.709492,Active
Strada,3413073,POINT (-73.9811350938266 40.61356216245644),989487.658804,162814.190826,Active
Strada,3413079,POINT (-73.98074439382043 40.61307732375276),989596.17171,162637.575037,Active
Strada,3413078,POINT (-73.98053069187958 40.6129900290595),989655.511487,162605.784418,Active
Strada,3413074,POINT (-73.98014190541336 40.612962765911675),989763.457465,162595.875974,Active
Strada,3413069,POINT (-73.97954971588287 40.61281440928475),989927.887254,162541.863615,Active
Strada,3413070,POINT (-73.9801990160653 40.61320462511834),989747.581185,162683.988002,Active
Strada,3413071,POINT (-73.98092529244589 40.613637819330144),989545.902126,162841.767214,Active
Strada,3413068,POINT (-73.97873533109728 40.612318661486704),990154.039689,162361.303608,Active
Strada,3413067,POINT (-73.97810273718338 40.611937506077794),990329.711254,162222.482035,Active
Strada,3413076,POINT (-73.9786824583025 40.612083333796285),990168.740447,162275.571168,Active
Strada,3413075,POINT (-73.97926025964846 40.61242991683368),990008.286044,162401.801887,Active
Strada,3413077,POINT (-73.97492278519367 40.60980778162684),991212.837768,161446.804781,Active
Strada,3413026,POINT (-73.97347964022843 40.60868117098315),991613.659801,161036.469316,Active
Strada,3413038,POINT (-73.97393519416188 40.6094183268276),991487.090501,161304.996338,Active
Strada,3413037,POINT (-73.97348353866944 40.6091473502589),991612.525945,161206.310183,Active
Strada,3413045,POINT (-73.97321086601518 40.60935738229488),991688.212474,161282.853337,Active
Strada,3413044,POINT (-73.97334939821611 40.61010867991543),991649.664651,161556.558827,Active
Strada,3413043,POINT (-73.97346905066948 40.61072992866757),991616.374035,161782.885802,Active
Strada,3413048,POINT (-73.97274777592482 40.60694445010779),991817.066547,160403.799321,Active
Strada,3413047,POINT (-73.9728924558856 40.607702606492914),991776.808097,160680.002837,Active
Strada,3413046,POINT (-73.97301598236842 40.60833876311642),991742.437759,160911.760576,Active
Strada,3602915,POINT (-73.97666622678986 40.62882937057369),990726.914856,168376.736459,Active
Strada,3602916,POINT (-73.97701003417505 40.63057155166183),990631.315309,169011.434337,Active
Strada,3602926,POINT (-73.97653611338687 40.63096486586003),990762.82292,169154.764103,Active
Strada,3602917,POINT (-73.9771266120733 40.63117907433846),990598.899036,169232.762634,Active
Strada,3602937,POINT (-73.97668711774884 40.63105271613296),990720.900432,169186.759117,Active
Strada,3602933,POINT (-73.97614687601887 40.63148082031583),990870.81155,169342.769304,Active
Strada,3602936,POINT (-73.97567149263472 40.631532429435126),991002.756496,169361.608177,Active
Strada,3602935,POINT (-73.97520113958014 40.632040859440316),991133.257875,169546.87946,Active
Strada,3602934,POINT (-73.97476127680022 40.63196138384889),991255.356056,169517.959242,Active
Strada,3602932,POINT (-73.97395051178476 40.632343827383224),991480.353638,169657.359554,Active
Strada,3602931,POINT (-73.97280717418064 40.63288492064663),991797.639748,169854.590787,Active
Strada,3602976,POINT (-73.9682699315141 40.63955846671193),993056.115906,172286.367091,Active
Strada,3602975,POINT (-73.96487332142128 40.64108726044133),993998.5612,172843.70784,Active
Strada,3602974,POINT (-73.96309905762593 40.64188567627548),994490.842695,173134.794856,Active
Strada,3602973,POINT (-73.96296330365728 40.64180892647429),994528.5293,173106.848718,Active
Strada,3602972,POINT (-73.96422932085255 40.64123579335372),994177.265895,172897.89474,Active
Strada,3602971,POINT (-73.96479529079856 40.64098449552378),994020.23176,172806.276485,Active
Strada,3602970,POINT (-73.96566315300187 40.64059363032776),993779.433029,172663.778082,Active
Strada,3602969,POINT (-73.96751578986554 40.63976090795691),993265.387141,172360.198637,Active
Strada,3602968,POINT (-73.96829985551948 40.639408392728214),993047.830818,172231.688067,Active
Strada,3602981,POINT (-73.96992740798086 40.64362372799463),992595.60436,173767.289983,Active
Strada,3602980,POINT (-73.96969623473049 40.6428275047097),992659.858825,173477.226258,Active
Strada,3602979,POINT (-73.96919824853944 40.641095644930374),992798.28112,172846.310853,Active
Strada,3602978,POINT (-73.96897637257254 40.64033781336775),992859.955209,172570.233978,Active
Strada,3602977,POINT (-73.96881549852638 40.639783726700145),992904.67428,172368.381035,Active
Strada,3602967,POINT (-73.96857022886573 40.638929804352905),992972.855902,172057.298324,Active
Strada,3602966,POINT (-73.96842991686903 40.63843960997868),993011.861729,171878.721253,Active
Strada,3602965,POINT (-73.96828523379914 40.63794546182393),993052.081793,171698.704225,Active
Strada,3602964,POINT (-73.96797297796658 40.6359868304515),993139.005832,170985.153486,Active
Strada,3602999,POINT (-73.98768824508437 40.62903908388646),987667.447221,168452.518132,Active
Strada,3602998,POINT (-73.98697599676414 40.62972340298727),987865.113165,168701.862449,Active
Strada,3602982,POINT (-73.98687012543627 40.629632439372344),987894.505166,168668.726361,Active
Strada,3602983,POINT (-73.98627747534155 40.63020189293106),988058.976622,168876.218728,Active
Strada,3602997,POINT (-73.9864750275785 40.63020892778425),988004.14143,168878.773185,Inactive
Strada,3602984,POINT (-73.98575134360146 40.6307095382084),988204.985516,169061.190799,Active
Strada,3602996,POINT (-73.98601784552821 40.63064652555951),988131.016504,169038.221685,Active
Strada,3602995,POINT (-73.98572704897167 40.63092527623846),988211.716146,169139.791035,Active
Strada,3602985,POINT (-73.98513486531175 40.63130061423502),988376.064243,169276.564056,Active
Strada,3602994,POINT (-73.98520942084394 40.63142429217691),988355.362512,169321.61974,Active
Strada,3602986,POINT (-73.98466109728069 40.63175514318962),988507.537405,169442.183803,Active
Strada,3602993,POINT (-73.9846633792929 40.63194737825759),988506.891737,169512.220081,Active
Strada,3602987,POINT (-73.98402955557364 40.63236340392977),988682.790663,169663.820827,Active
Strada,3602992,POINT (-73.98417613800683 40.632416437766715),988642.10144,169683.135093,Active
Strada,3602991,POINT (-73.98355702412162 40.63301028206741),988813.903262,169899.520159,Active
Strada,3602988,POINT (-73.98340987412209 40.63295951036763),988854.749637,169881.030367,Active
Strada,3602989,POINT (-73.98279346646436 40.63355111132309),989025.797195,170096.599489,Active
Strada,3602990,POINT (-73.98290870316711 40.63363515235186),988993.806445,170127.211633,Active
Strada,3602963,POINT (-73.96841649604104 40.63753331788658),993015.705554,171548.53589,Active
Strada,3602962,POINT (-73.96864719164942 40.63831601289298),992951.576089,171833.669834,Active
Strada,3602961,POINT (-73.96894115160052 40.63933655325184),992869.859389,172205.451243,Active
Strada,3602960,POINT (-73.96904453813058 40.63970348934043),992841.118961,172339.125844,Active
Strada,3602959,POINT (-73.96922523669548 40.64031055130155),992790.891699,172560.277305,Active
Strada,3602958,POINT (-73.9695844531217 40.64155058248632),992691.041833,173012.019511,Active
Strada,3602957,POINT (-73.96973777031472 40.64208707975568),992648.42512,173207.465315,Active
Strada,3602956,POINT (-73.96988861663186 40.64260301820844),992606.497383,173395.421304,Active
Strada,3602955,POINT (-73.97004902410447 40.64316223873213),992561.911514,173599.145306,Active
Strada,3602950,POINT (-73.97501921336742 40.63608697594941),991183.333562,171021.002824,Active
Strada,3602948,POINT (-73.97409506518453 40.63620254308028),991439.815333,171063.181546,Active
Strada,3602952,POINT (-73.97650562614918 40.63577647244557),990770.81503,170907.763877,Active
Strada,3602951,POINT (-73.97553573924185 40.63588636313044),991039.993954,170947.873705,Active
Strada,3602949,POINT (-73.9745861876076 40.63598807792051),991303.52886,170985.006177,Active
Strada,3602947,POINT (-73.97381237635769 40.636073357237045),991518.288601,171016.138989,Active
Strada,3602946,POINT (-73.97374473276788 40.635962321331846),991537.074981,170975.691235,Active
Strada,3602945,POINT (-73.97452529083625 40.6358751888956),991320.44254,170943.882572,Active
Strada,3602944,POINT (-73.97545407294417 40.63577370160908),991062.67173,170906.834417,Active
Strada,3602943,POINT (-73.97645904520722 40.63566246351934),990783.754637,170866.230824,Active
Strada,3602922,POINT (-73.9783163820596 40.637438351254985),990268.093595,171513.101578,Active
Strada,3602921,POINT (-73.97820292996417 40.63685001004392),990299.634542,171298.760799,Active
Strada,3602920,POINT (-73.97806768871109 40.63617349291966),990337.23158,171052.296725,Active
Strada,3602953,POINT (-73.97749019855617 40.63566943830433),990497.559015,170868.696698,Active
Strada,3602942,POINT (-73.97714467897708 40.63558972374377),990593.464991,170839.679368,Active
Strada,3602941,POINT (-73.97763599846404 40.63553461403553),990457.105028,170819.566219,Active
Strada,3602919,POINT (-73.97788118964067 40.63518300968915),990389.084823,170691.450006,Active
Strada,3602918,POINT (-73.97781471553658 40.6347899374283),990407.571006,170548.247864,Active
Strada,3602954,POINT (-73.97866462955665 40.63553857546816),990171.609208,170820.938264,Active
Strada,3602940,POINT (-73.97844546724446 40.635446785216025),990232.4457,170787.511493,Active
Strada,3602939,POINT (-73.97885363772915 40.63539907316329),990119.162462,170770.101095,Active
Strada,3602923,POINT (-73.97812038551206 40.635281064341235),990322.68699,170727.157283,Active
Strada,3602924,POINT (-73.97730804736831 40.63092534301327),990548.562522,169140.308423,Active
Strada,3602925,POINT (-73.97719767469509 40.63025253317041),990579.262264,168895.193756,Active
Strada,3602938,POINT (-73.97783239995371 40.63051382236043),990403.056908,168990.343172,Active
Strada,3249903,POINT (-73.97171311636718 40.67598594326318),992096.235608,185557.583987,Active
Strada,3249902,POINT (-73.97256445648033 40.67668938122748),991860.010031,185813.79148,Active
Strada,3249895,POINT (-73.97546138763921 40.679023461607564),991056.227517,186663.925607,Active
Strada,3249899,POINT (-73.97390061179941 40.678731474831466),991489.168581,186557.671554,Active
Strada,3249898,POINT (-73.97411726899077 40.67890816599718),991429.055512,186622.027396,Active
Strada,3249897,POINT (-73.97398784528839 40.6791220072009),991464.93044,186699.946532,Active
Strada,3249896,POINT (-73.97473148515058 40.679856434374756),991258.591614,186967.45912,Active
Strada,3249894,POINT (-73.9752117325796 40.679593931727325),991125.415043,186871.783787,Active
Strada,3249888,POINT (-73.97623297919317 40.681932296541724),990841.925124,187723.639038,Active
Strada,3249892,POINT (-73.97569170262729 40.6810133762076),990992.144312,187388.89102,Active
Strada,3249891,POINT (-73.97606857546161 40.68107220565883),990887.609088,187410.295505,Active
Strada,3249890,POINT (-73.97536418825241 40.68100950458007),991082.984026,187387.505852,Active
Strada,3249889,POINT (-73.97562574940476 40.68137739423841),991010.400181,187521.51838,Inactive
Strada,3249882,POINT (-73.97488736107935 40.68069226288282),991215.26985,187271.963104,Active
Strada,3249881,POINT (-73.97455989300163 40.68024570963958),991306.144012,187109.297091,Active
Strada,3249880,POINT (-73.97380533748974 40.679210634953776),991515.542544,186732.251257,Inactive
Strada,3249879,POINT (-73.97351653722646 40.678807634534685),991595.690677,186585.450698,Active
Strada,3249878,POINT (-73.9731623332924 40.67831940964427),991693.990349,186407.606237,Active
Strada,3249877,POINT (-73.97287950466927 40.67793072625523),991772.482647,186266.021875,Active
Strada,3249875,POINT (-73.97146913474224 40.67636534735353),992163.866378,185695.833711,Active
Strada,3249874,POINT (-73.97137355682656 40.67624866822506),992190.391588,185653.332811,Active
Strada,3249871,POINT (-73.97075094438942 40.67548709481289),992363.184221,185375.92687,Active
Strada,3249870,POINT (-73.97025766408697 40.67558234638807),992499.999892,185410.675816,Active
Strada,3249876,POINT (-73.97213231384661 40.67690057414877),991979.852311,185890.772953,Active
Strada,3249873,POINT (-73.97135187840283 40.67582772798124),992196.454896,185499.974194,Active
Strada,3249872,POINT (-73.9711360294559 40.67552617805511),992256.363569,185390.130582,Active
Strada,3249869,POINT (-73.97071874491404 40.67536184931505),992372.131054,185330.299337,Active
Strada,3249868,POINT (-73.97018778673221 40.67545726659709),992519.398147,185365.112259,Active
Strada,3249867,POINT (-73.96922569353278 40.67695644248731),992786.074451,185911.397256,Active
Strada,3249866,POINT (-73.96906030958638 40.67741064836881),992831.889648,186076.893644,Active
Strada,3249865,POINT (-73.96881441540735 40.678087952702306),992900.006638,186323.67924,Active
Strada,3249864,POINT (-73.9685634338958 40.67818241592328),992969.609517,186358.119788,Active
Strada,3249863,POINT (-73.96890632143572 40.67722985915052),992874.625455,186011.04207,Active
Strada,3493055,POINT (-73.99421985621603 40.63897896314866),985854.190021,172073.696257,Active
Strada,3493054,POINT (-73.99411551173519 40.63901698675797),985883.148297,172087.551216,Active
Strada,3493051,POINT (-73.99461627055193 40.64012656273545),985744.145622,172491.790893,Active
